ID,ProvName,ProvService,ProvUndiscl,ProvSpanish,ProvStreet,ProvCity,ProvState,ProvZIP,ProvLat,ProvLong,ProvWebsite,ProvPhone,ProvEmail,ProvDescr,LastUpdate
458,Artifact Creative Recycle,CLO,FALSE,FALSE,3630 SE Division St.,Portland,OR,97202,45.50475,-122.62583,https://www.artifactpdx.com/,503-230-4831,,Open everyday 11AM-7PM,202108
459,Crossroads Trading--Hawthorne,CLO,FALSE,FALSE,3736 SE Hawthorne Blvd,Portland,OR,97214,45.51199,-122.62513,https://crossroadstrading.com/,503-239-8099,,"HOURS:  MON-SAT 11-7PM, SUN 11-7PM",202108
460,Crossroads Trading--NW 23rd,CLO,FALSE,FALSE,128 NW 23rd Avenue,Portland,OR,97210,45.52412,-122.69835,https://crossroadstrading.com/location/portland-nw-23rd-ave/,503-241-2545,,"HOURS:  MON-SAT 11-7PM, SUN 11-7PM",202108
461,Savvy Plus,CLO,FALSE,FALSE,3204 SE Hawthorne Boulevard,Portland,OR,97214,45.51202,-122.63262,http://www.savvyplus.com/,503-231-7116,,"HOURS: Thu, Fri and Sat 12pm - 4pm",202108
462,Rose Haven Shop,CLO,FALSE,FALSE,627 NW 18th Ave,Portland,OR,97209,45.5276,-122.68971,https://rosehaven.org/services/shop/,503-248-6364,,"Hours: 9am - Noon, Mon - Fri.  Rose Haven’s “shop” distributes donated clothing and supplies free of charge to our guests through a personalized shopping experience. Once every 30 days, guests are eligible to shop for themselves and two of their children. We provide three complete outfits (per person or child), a hygiene kit, a pair of shoes.",202108
463,Transition Projects Resource Center,CLO,FALSE,FALSE,650 NW Irving Street,Portland,OR,97209,45.52778,-122.67725,https://www.tprojects.org/get-assistance/shelters,503-280-4700,,Seasonal clothing is available for men and women. Please visit the hygiene desk upon arrival.,202108
464,Union Gospel Mission Thrift Store,CLO,FALSE,FALSE,11611 SW Pacific Highway,Tigard,OR,97223,45.4392,-122.75288,https://ugmportland.org/thrift-store,503-639-6488,,HOURS: Tuesday - Saturday: 10 am – 5:30 pm open for retail shopping,202108
466,The Canby Center,DIN,FALSE,FALSE,681 SW 2nd Ave,Canby,OR,97013,45.25839,-122.6986,https://www.thecanbycenter.org/available-services,503-266-2920,,The Clothing program is available Monday-Thursday from 11:00-3:30.  Must be a Thriving Together Member to participate. Please contact the receptionist to make an appointment 503-266-2920.,202108
467,Yellow House Community Services SDA?,CLO,FALSE,FALSE,244 NW Zobrist,Estacada,OR,97023,45.29114,-122.33588,https://www.facebook.com/pages/category/Thrift---Consignment-Store/Yellow-House-In-Estacada-184518818740218/,530-630-6991,,HOURS: Mon - Wed: 9:00 am - 2:00 pm,202108
468,Birthright of Hillsboro,CLO,FALSE,FALSE,"232 NE Lincoln St, Suite F",Hillsboro,OR,97124,45.52329,-122.98726,https://birthright.org/hillsboroor,503-648-6766,,Maternity and Baby Items,202108
470,North Portland Free Clothing Exchange,CLO,FALSE,FALSE,2115 N Lombard Street,Portland,OR,97217,45.57717,-122.68854,https://freeclothingexchange.org/,,,"Held quarterly.  Next event Sat, July 17, 2-5 pm. Everyone is welcome. All sizes of Men’s, Women’s, and Children’s clothing are exchanged. No donation is required in order to receive clothing.",202108
471,North by Northeast Community Health Center,MED,FALSE,FALSE,714 NE Alberta Street,Portland,OR,97211,45.55898,-122.65824,https://nxneclinic.org/services/clinic-services/,503-287-4932,,HOURS: weekdays from 9:00 am-5:00 pm. Our primary focus is on providing primary care services to the African American community. We serve adults who are eligible for or enrolled in the Oregon Health Plan.,202108
472,NARA Dental Clinic,DEN,FALSE,FALSE,12750 S.E. Stark St. Building E,Portland,OR,97233,45.5178,-122.53277,https://www.naranorthwest.org/projects/dental-clinic/,971-347-3009,,"For service inquiries and referral information, calls are welcome: Monday – Friday, 7:30 a.m. to 6:00 p.m.",202108
473,NARA Wellness Center,MED,FALSE,FALSE,"12360 E. Burnside, 2nd floor",Portland,OR,97233,45.52319,-122.67236,https://www.naranorthwest.org/projects/indian-health-clinic/,971-279-4800,,Please call to schedule a new patient appointment. Wellness Center Pharmacy Refill Line: 971-386-2360,202108
474,NARA Indian Health Clinic,MED,FALSE,FALSE,15 N Morris St,Portland,OR,97227,45.54494,-122.66696,https://www.naranorthwest.org/projects/indian-health-clinic/,503-230-9875,,Please call to schedule a new patient appointment. Indian Health Clinic Pharmacy Refill line: 503-230-9875,202108
476,CCC Blackburn Center: Health Care,MED,FALSE,FALSE,12121 E Burnside St.,Portland,OR,97216,45.52265,-122.53832,https://centralcityconcern.org/health-care-location/health-care-at-blackburn-center/,971-361-7700,,"Hours: 8 a.m. to 5 p.m. Monday, Tuesday, Thursday and Friday, 9 a.m. to 5 p.m. Wednesday",202108
477,CCC Old Town Clinic: Health Care,MED,FALSE,FALSE,727 W Burnside St.,Portland,OR,97209,45.52314,-122.67819,https://centralcityconcern.org/health-care-location/old-town-clinic-health-care/,503-228-4533,,"Hours: 8 a.m. to 5 p.m. Monday, Tuesday, Thursday and Friday, 9 a.m. to 5 p.m. Wednesday",202108
478,CCC Hansen Clinic at the Banfield Motel Shelter,MED,FALSE,FALSE,"1525 NE 37th Ave., Room 38",Portland,OR,97232,45.53446,-122.62568,https://centralcityconcern.org/health-care-location/shelter-based-clinics/,503-329-6460,,The Hansen Clinic is open only to individuals staying at the Banfield Motel Shelter.,202108
479,Children’s Community Clinic,MED,FALSE,FALSE,2252 Lloyd Center,Portland,OR,97232,45.53187,-122.65214,https://www.ccc4kids.org/,503-284-5239,,"Weekdays 9am-5pm. Provides primary health care to children and young adults ages 0 - 21 years, with or without insurance. Accepts OHP, and most private insurance; does not accept Open Card (DMap).",202108
480,Cascadia Garlington Health Center,MED,FALSE,FALSE,3036 NE Martin Luther King Jr. Blvd.,Portland,OR,97212,45.54494,-122.66149,https://cascadiabhc.org/about/health-centers/,503-230-9654,,"Monday – Thursday, 8:30 AM – 6:00 PM; Friday, 8:00 AM – 5:00 PM; Primary Care available  Monday, Wednesday, Thursday 10:00 AM – 5:00 PM; SUD services available Monday – Friday, 10:00 AM to 5:00 PM.",202108
481,Cascadia Plaza Health Center - SE Portland,"MED, CTR",FALSE,FALSE,2415 SE 43rd Avenue,Portland,OR,97206,45.50482,-122.61859,https://cascadiabhc.org/about/health-centers/,503-283-3763; 503-230-9654,,"Monday – Wednesday, 8:30 AM – 6:00 PM; Thursday, 8:30 AM – 7:15 PM; Monday – Friday, 8:30 AM – 5:00 PM; Saturday, 8:30 AM – 2:30 PM",202108
482,Cascadia Clackamas Health Center – Milwaukie,"MED, CTR",FALSE,FALSE,17070 SE McLoughlin Blvd.,Portland,OR,97267,45.39973,-122.61933,https://cascadiabhc.org/about/health-centers/,503-303-4000,,"Monday 8:30 AM – 5:30 PM; Tuesday – Thursday, 8:30 AM – 6:30 PM; Friday, 8:30 AM. – 5:30 PM; Saturday, 8:00 AM – 2:00 PM; Primary Care available Thursdays, 9:00 AM – 4:00 PM.",202108
483,Cascadia Woodland Park Health Center,MED,FALSE,FALSE,"10373 NE Hancock St, Suite 200",Portland,OR,97220,45.53656,-122.55548,https://cascadiabhc.org/about/health-centers/,503-253-6754,,"Monday – Thursday, 9:00 AM – 6:00 PM; Friday, 8:30 AM – 5:00 PM; Primary Care available until 7:00 PM on Tuesdays and Thursdays.",202108
485,NHC Beaverton Medical Clinic,MED,FALSE,FALSE,17200 NW Corridor Ct. Ste 110,Beaverton,OR,97006,45.53489,-122.85399,https://www.nhcoregon.org/nhc-beaverton-medical-clinic/,503-213-3800,,"Hours: Monday: 9:00 AM to 6:00 PM, Tuesday through Friday: 7:00 AM to 6:00 PM. If the clinic is closed and you are in need of clinical advice, please dial 503-213-3800 and request to speak with the on-call provider.",202108
486,NHC Canby Medical Clinic,MED,FALSE,FALSE,178 SW 2nd Ave,Canby,OR,97013,45.26086,-122.69261,https://www.nhcoregon.org/providers/nhc-canby-medical-clinic/,503-416-4547,,"Hours: Monday, Thursday, and Friday: 8:00 AM – 5:00 PM Tuesday and Wednesday: 7:00 AM – 6:00 PM (closed 12:00 pm to 1 pm daily for lunch)",202108
487,NHC Hillsboro Reproductive Health Clinic,MED,FALSE,FALSE,266 W Main St.,Hillsboro,OR,97123,45.52233,-122.99238,https://www.nhcoregon.org/providers/nhc-hillsboro-reproductive-health-clinic/,503-941-3016,,"Hours: Tuesday: 8:00 AM – 7:00 PM; Monday, Wednesday, Thursday, Friday, Saturday, Sunday: Closed.",202108
488,NHC Merlo Station SBHC,MED,FALSE,FALSE,"1841 SW Merlo Drive, SBHC Room",Beaverton,OR,97006,45.5061,-122.8483,https://www.nhcoregon.org/providers/nhc-merlo-station-school-based-health-center/,503-941-3210,,"Hours: Tuesday: 8:00 AM-4:30 PM (closed 12 to 1:00 pm daily for lunch). If the clinic is closed and you are in need of clinical advice, please dial 503-941-3210 and request to speak with the on-call provider.",202108
489,NHC Milwaukie Dental Clinic,DEN,FALSE,FALSE,3300 SE Dwyer Dr. Suite 302,Milwaukie,OR,97222,45.45037,-122.62785,https://www.nhcoregon.org/providers/nhc-milwaukie-dental-clinic-joseph-bernard-jr-dental-clinic/,503-850-4479,,Hours: Monday to Friday: 7:00 AM – 6:00 PM (closed 12:00 pm to 1 pm daily for lunch).,202108
490,NHC Milwaukie Medical Clinic,MED,FALSE,FALSE,"10330 SE 32nd Ave, Ste 325",Milwaukie,OR,97222,45.44855,-122.62946,https://www.nhcoregon.org/providers/nhc-milwaukie-medical-clinic/,503-416-1960,,"Hours: Monday, Wednesday, Thursday and Friday: 8:00 AM to 5:00 PM, Tuesday: 7:00 AM to 6:00 PM. *Closed 12:00 PM-1:00 PM for lunch. If the clinic is closed and you are in need of clinical advice, please dial 503-416-1960 and request to speak with the on-call provider.",202108
491,NHC Oregon City Dental Clinic,DEN,FALSE,FALSE,19029 S. Beavercreek Road,Oregon City,OR,97045,45.3309,-122.57181,https://www.nhcoregon.org/providers/nhc-oregon-city-dental-clinic/,503-941-3064,,"Hours: Monday to Friday: 7:00 AM – 6:00 PM (closed 12:00 pm to 1 pm daily for lunch). If the clinic is closed and you are in need of clinical advice, please dial 503-941-3064 and request to speak with the on-call provider.",202108
492,NHC Oregon City Medical Clinic,MED,FALSE,FALSE,728 Molalla Ave,Oregon City,OR,97045,45.34537,-122.59695,https://www.nhcoregon.org/nhc-oregon-city-medical-clinic/,503-656-9030,,"Hours: Monday through Friday: 7:00 AM to 6:00 PM; Saturday: 8:00 AM to 5:00 PM. If the clinic is closed and you are in need of clinical advice, please dial 503-656-9030 and request to speak with the on-call provider.",202108
493,NHC Tanasbourne Medical & Dental Clinic,"MED, DEN",FALSE,FALSE,"10690 NE Cornell Rd., Suite 220",Hillsboro,OR,97124,45.53325,-122.86899,https://www.nhcoregon.org/providers/nhc-tanasbourne-medical-dental-clinic/,503-848-5861,,"Hours: Monday thru Friday: 7:00AM to 6:00PM. If the clinic is closed and you are in need of clinical advice, please dial 503-848-5861 and request to speak with the on-call provider.",202108
494,NHC Tualatin School-Based Health Center,MED,FALSE,FALSE,"22300 SW Boones Ferry Road, Room 26A",Tualatin,OR,97062,45.35905,-122.7738,https://www.nhcoregon.org/nhc-tualatin-school-based-health-center/,503-941-3480,,"Hours: Monday thru Friday: 8:00 AM – 4:30 PM (closed 12 to 12:30 pm daily for lunch). If the clinic is closed and you are in need of clinical advice, please dial 503-941-3180 and request to speak with the on-call provider.",202108
495,OHSU Primary Care Clinic at Richmond,MED,FALSE,FALSE,3930 SE Division Street,Portland,OR,97202,45.50457,-122.6222,https://www.ohsu.edu/primary-care/ohsu-primary-care-clinic-richmond?utm_source=gmb&utm_medium=organic&utm_content=53e86b89-98b6-5b8e-8b44-ab36e21851fa,503-418-3900,,"Hours: Monday - Friday: 8 a.m. to 8 p.m. , Saturday: 9 a.m. to 1 p.m.",202108
496,PPCW Beaverton,MED,FALSE,FALSE,"12220 SW First, Suite 200",Beaverton,OR,97005,45.48586,-122.80245,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
497,PPCW Bend,MED,FALSE,FALSE,"2330 NE Division St., Suite 7",Bend,OR,97701,44.07298,-121.30488,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
498,PPCW Hillman East Portland,MED,FALSE,FALSE,14601 S.E. Division St,Portland,OR,97236,45.50453,-122.51293,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
499,PPCW Milwaukie-Oak Grove,MED,FALSE,FALSE,14411 SE McLoughlin Blvd.,Milwaukie,OR,97267,45.45504,-122.64039,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
500,PPCW NE Portland,MED,FALSE,FALSE,3727 NE Martin Luther King Jr. Blvd.,Portland,OR,97212,45.54993,-122.6621,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
501,PPCW Salem,MED,FALSE,FALSE,"3825 Wolverine St., NE",Salem,OR,97305,44.95872,-122.98559,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
502,PPCW Vancouver,MED,FALSE,FALSE,"11516 SE Mill Plain Blvd., Suite 2E/F",Vancouver,WA,98684,45.62142,-122.55339,https://www.plannedparenthood.org/planned-parenthood-columbia-willamette/patient-resources/telehealth,1-888-576-7526,,Schedule by appointment.,202108
503,Rosewood Family Health Center,MED,FALSE,FALSE,8935 SE Powell Blvd,Portland,OR,97266,45.49775,-122.57107,https://www.yvfwc.com/locations/rosewood-family-health-center/,503-772-4335,,Schedule by appointment. For after-hours medical care call: (503) 894-9005.,202108
504,Rosewood Family Health Center at Gateway,MED,FALSE,FALSE,135 NE 102nd Avenue,Portland,OR,97220,45.52386,-122.55832,https://www.yvfwc.com/locations/rosewood-family-health-gateway/,503-894-9005,,"Hours: Monday - Friday: 8:00 am-6:00 pm, Saturday:8:00 am-5:00 pm. For after-hours medical care call: (503) 894-9005.",202108
505,Rosewood Family Health at Lents,MED,FALSE,FALSE,9047 SE Foster Road,Portland,OR,97266,45.48034,-122.57016,https://yvfwc.com/locations/rosewood-family-health-lents,503-772-8751,,Schedule by appointment. For after-hours medical care call: (503) 894-9005.,202108
506,Wallace Medical Rockwood Clinic,"MED, DEN",FALSE,FALSE,"18633 SE Stark Street, Suite 401",Portland,OR,97233,45.51925,-122.47057,https://mywallace.org/health-and-care-centers/rockwood-medical-clinic/,503-489-1760,,"Hours: Mondays, Wednesdays, Thursdays, Fridays: 7:30-6:00pm; Tuesdays: 9:00-6:00pm.",202108
508,Wallace Rosewood Dental Clinic,DEN,FALSE,FALSE,18139 NE Couch St.,Portland,OR,97230,45.52333,-122.47595,https://mywallace.org/health-and-care-centers/rockwood-dental-clinic/,503-489-1760,,Hours: Mondays through Fridays: 7:30am-6:00pm,202108
509,Outside In Medical Clinic Downtown,MED,FALSE,FALSE,1132 SW 13th Ave,Portland,OR,97205,45.51756,-122.68656,https://outsidein.org/health-services/medical-services/,503-535-3860,,"Hours: Monday, Thursday, Friday: 8:30 AM - 5:00 PM; Tuesday, Wednesday: 8:30 AM - 7:30 PM.",202108
510,Outside In Medical Clinic East Portland,MED,FALSE,FALSE,16144 E Burnside St,Portland,OR,97233,45.52193,-122.49714,https://outsidein.org/health-services/medical-services/,503-535-3860,,"Monday, Tuesday, Wednesday, Thursday: 8:30 AM - 12:00 PM, 1:00 PM - 5:00 PM",202108
511,Prism Health,MED,FALSE,FALSE,2236 SE Belmont,Portland,OR,97214,45.51624,-122.64277,https://prismhealth.org/,503-445-7699,,Priority: members of the LGBTQ community. Primary Care Hours: Monday – Friday 8:30am -5:00pm.,202108
512,NUNM Lair Hill Health Center,MED,FALSE,FALSE,3025 S Corbett Avenue,Portland,OR,97201,45.50117,-122.67583,https://nunmhealthcenters.com/lair-hill/,503-552-1551,,"Hours: Monday: 11:30 a.m. – 7:30 p.m.; Tuesday, Wednesday, Thursday: 7:30 a.m. – 7:30 p.m.; Friday: Noon – 5:00 p.m.; Saturday: 8 a.m. – 12:30 p.m.",202108
513,NUNM Helfgott Clinic,MED,FALSE,FALSE,2220 SW 1st Avenue,Portland,OR,97201,45.50682,-122.67828,https://nunmhealthcenters.com/helfgott-clinic/,503-552-1551,,Schedule by appointment.,202108
514,OCOM Clinic,MED,FALSE,FALSE,"75 NW Couch Street, 4th Floor",Portland,OR,97209,45.52382,-122.67038,https://www.ocom.edu/clinics/ocom-clinics,503-445-0950,,"Hours: Monday through Saturday, 8:00 AM–6:30 PM",202108
515,OCOM Hollywood Clinic,MED,FALSE,FALSE,2029 NE César E Chávez Blvd,Portland,OR,97212,45.53756,-122.62328,https://www.ocom.edu/clinics/ocom-clinics,503-445-0950,,"Hours: Monday through Friday, 8:00 AM–6:30 PM",202108
516,Mercy & Wisdom Health Clinic,MED,FALSE,FALSE,7411 SE Powell Blvd,Portland,OR,97206,45.49776,-122.58656,https://mercyandwisdom.org/,503-227-1222,,Schedule by appointment.,202108
